@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z60.0-no-replacement

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
58,blue-collar,married,secondary,no,602,yes,no,cellular,13,may,201,1,-1,0,no
52,management,married,secondary,no,-588,yes,no,cellular,22,jul,81,4,-1,0,no
48,blue-collar,married,secondary,no,1159,yes,yes,cellular,15,may,1181,9,-1,0,no
52,self-employed,married,secondary,no,9,no,yes,unknown,6,jun,44,1,-1,0,no
45,technician,married,primary,no,-322,no,no,unknown,9,jun,225,2,-1,0,no
54,unknown,married,secondary,no,1157,no,no,cellular,26,may,98,2,-1,0,no
31,blue-collar,single,primary,no,-280,no,no,unknown,21,may,281,3,-1,0,no
34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,128,5,-1,0,no
46,management,divorced,secondary,no,-852,no,yes,cellular,29,aug,728,2,-1,0,no
27,blue-collar,single,primary,no,-179,yes,no,cellular,15,may,54,2,-1,0,no
48,services,single,unknown,no,5095,yes,no,unknown,16,jun,71,1,-1,0,no
39,technician,married,secondary,no,994,no,no,cellular,5,feb,221,1,241,1,no
36,entrepreneur,married,tertiary,no,6,no,no,telephone,30,oct,246,1,-1,0,no
34,management,married,tertiary,no,1657,yes,no,cellular,18,may,566,2,356,4,no
27,technician,married,secondary,no,7,yes,no,unknown,15,may,98,2,-1,0,no
34,management,married,tertiary,no,133,yes,no,unknown,8,may,65,1,-1,0,no
34,blue-collar,married,secondary,no,247,yes,yes,unknown,26,may,193,5,-1,0,no
42,technician,single,secondary,no,0,no,no,cellular,21,aug,656,2,-1,0,no
34,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,nov,50,1,-1,0,no
39,technician,single,tertiary,no,1043,no,no,cellular,18,aug,195,10,-1,0,no
37,technician,single,secondary,no,61,yes,no,unknown,19,may,182,8,-1,0,no
47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,apr,239,2,-1,0,no
36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,no
38,retired,single,unknown,no,62,no,no,unknown,19,jun,212,1,-1,0,no
29,self-employed,married,tertiary,no,3931,yes,no,unknown,3,jun,73,4,-1,0,no
37,management,married,tertiary,no,489,yes,no,cellular,7,aug,205,5,-1,0,no
44,technician,single,tertiary,no,900,yes,no,cellular,29,jan,322,2,-1,0,no
31,management,single,tertiary,no,2590,no,no,cellular,23,sep,103,2,484,2,no
31,management,single,tertiary,no,385,yes,no,unknown,21,may,304,1,-1,0,no
31,technician,single,secondary,no,35,no,yes,cellular,16,jul,229,1,-1,0,no
43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,19,nov,167,3,-1,0,no
25,services,single,secondary,no,368,no,no,telephone,25,jul,168,1,-1,0,no
36,management,single,tertiary,no,0,no,no,cellular,11,aug,108,2,-1,0,no
34,blue-collar,married,secondary,no,516,yes,yes,unknown,2,jun,26,1,-1,0,no
40,technician,married,secondary,no,2715,yes,no,unknown,29,may,125,2,-1,0,no
32,technician,single,tertiary,no,1100,yes,yes,cellular,11,aug,67,1,-1,0,no
44,blue-collar,married,secondary,no,1910,yes,no,unknown,5,jun,41,1,-1,0,no
32,blue-collar,married,secondary,no,478,yes,no,unknown,3,jun,200,1,-1,0,no
54,services,married,unknown,no,7864,yes,no,unknown,15,may,145,4,-1,0,no
34,management,married,tertiary,no,1116,yes,no,cellular,25,jul,53,5,-1,0,no
57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,may,652,1,370,4,no
27,blue-collar,married,secondary,no,818,yes,no,unknown,3,jun,188,5,-1,0,no
57,blue-collar,married,primary,no,179,no,no,unknown,9,jun,230,3,-1,0,no
57,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,no
29,technician,single,secondary,no,103,no,no,unknown,19,may,314,1,-1,0,no
37,technician,single,secondary,no,267,no,no,cellular,13,may,121,1,-1,0,no
34,technician,single,tertiary,no,586,yes,no,unknown,16,may,489,2,-1,0,no
25,unemployed,married,secondary,no,157,yes,no,cellular,28,jul,33,31,-1,0,no
33,blue-collar,single,secondary,no,5739,yes,yes,cellular,21,nov,374,1,-1,0,no
50,services,married,secondary,no,60,no,yes,cellular,27,aug,151,8,-1,0,no
30,blue-collar,married,primary,no,-518,yes,yes,unknown,28,may,244,6,-1,0,no
49,admin.,married,secondary,no,13229,no,yes,telephone,8,jul,77,2,-1,0,no
41,technician,married,tertiary,no,177,yes,no,telephone,11,jul,117,2,-1,0,no
53,admin.,divorced,secondary,no,0,yes,yes,cellular,30,apr,586,2,-1,0,no
32,entrepreneur,married,primary,no,795,no,no,cellular,8,aug,131,3,-1,0,no
43,technician,single,secondary,no,34,no,no,telephone,30,jul,29,1,-1,0,no
27,management,single,tertiary,no,390,no,no,cellular,28,oct,190,1,82,1,no
48,technician,married,secondary,no,5,no,no,unknown,9,jun,65,6,-1,0,no
34,management,married,tertiary,no,1518,yes,no,cellular,20,nov,128,2,-1,0,no
29,admin.,married,secondary,no,22171,yes,no,cellular,18,may,44,1,355,3,no
33,blue-collar,married,secondary,no,331,yes,no,cellular,14,may,178,7,365,5,no
32,services,married,secondary,no,132,yes,yes,unknown,19,may,343,2,-1,0,no
30,services,married,secondary,no,0,yes,no,unknown,9,may,20,1,-1,0,no
55,management,divorced,tertiary,no,481,yes,no,telephone,8,may,147,2,298,3,no
24,student,single,unknown,no,3298,yes,no,unknown,28,may,227,1,-1,0,no
58,retired,married,secondary,no,764,no,no,cellular,12,aug,219,4,-1,0,no
56,housemaid,married,tertiary,no,1922,yes,no,cellular,24,jul,247,2,-1,0,no
77,retired,married,primary,no,680,no,no,telephone,27,nov,341,4,94,3,no
33,services,married,primary,no,0,yes,no,cellular,18,jul,351,2,-1,0,no
37,technician,married,tertiary,no,6968,no,no,cellular,1,jun,175,1,-1,0,no
39,services,married,secondary,no,186,yes,no,cellular,17,apr,433,1,-1,0,no
28,management,single,unknown,no,81,no,yes,cellular,8,jul,158,1,-1,0,no
33,services,married,primary,no,6904,no,no,telephone,20,nov,114,2,-1,0,no
49,retired,married,primary,no,1672,no,no,cellular,17,jul,128,3,-1,0,no
32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,no
36,management,married,tertiary,no,1477,no,no,cellular,7,aug,71,2,-1,0,no
45,admin.,married,secondary,no,295,yes,no,cellular,23,jul,92,1,-1,0,no
45,blue-collar,married,primary,no,2128,yes,no,unknown,19,may,149,4,-1,0,no
58,management,married,tertiary,no,16264,no,no,telephone,17,nov,215,3,-1,0,no
35,self-employed,married,tertiary,no,980,no,no,cellular,2,aug,428,2,336,6,no
30,blue-collar,single,secondary,no,178,yes,no,unknown,20,may,747,5,-1,0,no
41,student,married,secondary,no,1309,no,no,unknown,20,jun,28,4,-1,0,no
33,management,divorced,tertiary,no,0,yes,yes,cellular,19,aug,275,8,-1,0,no
28,student,single,secondary,no,0,yes,no,unknown,15,may,133,3,-1,0,no
38,services,married,secondary,no,0,yes,no,telephone,28,jul,121,2,-1,0,no
45,admin.,married,primary,no,542,no,no,cellular,11,may,8,5,350,3,no
31,admin.,single,secondary,no,1588,yes,no,unknown,3,jun,14,1,-1,0,no
36,management,single,tertiary,no,613,no,no,cellular,7,aug,86,2,-1,0,no
32,blue-collar,married,primary,no,66,no,no,cellular,19,nov,244,1,-1,0,no
40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76,2,-1,0,no
60,blue-collar,married,secondary,no,1801,no,no,telephone,29,oct,167,1,-1,0,no
60,blue-collar,married,unknown,no,104,yes,no,unknown,5,may,22,1,-1,0,no
33,technician,single,secondary,no,1279,yes,no,cellular,18,may,239,2,349,3,no
31,blue-collar,single,tertiary,no,2197,yes,no,unknown,23,may,146,3,-1,0,no
49,management,married,secondary,no,321,no,no,unknown,9,jun,135,3,-1,0,no
55,management,married,tertiary,no,2366,yes,yes,cellular,30,jul,94,4,-1,0,no
34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,9,jul,1156,1,-1,0,no
39,blue-collar,married,primary,no,800,yes,no,cellular,19,nov,76,6,-1,0,no
45,entrepreneur,married,secondary,no,128,no,yes,cellular,18,nov,275,2,-1,0,no
36,blue-collar,married,secondary,no,1587,yes,no,cellular,28,jul,200,2,-1,0,no
47,blue-collar,married,secondary,no,3285,no,no,cellular,31,jul,248,5,-1,0,no
43,entrepreneur,married,tertiary,no,210,no,no,cellular,29,jul,646,2,-1,0,no
34,blue-collar,married,secondary,no,518,yes,no,cellular,11,may,206,1,-1,0,no
34,management,single,tertiary,no,318,yes,no,unknown,9,may,133,2,-1,0,no
55,services,married,secondary,no,-31,no,yes,cellular,13,aug,81,2,-1,0,no
53,blue-collar,married,secondary,no,427,no,yes,cellular,14,aug,360,4,-1,0,no
38,technician,married,secondary,no,994,no,no,unknown,9,jun,119,1,-1,0,no
37,services,married,primary,no,52,yes,no,unknown,7,may,359,1,-1,0,no
52,services,single,secondary,no,1810,no,no,telephone,19,nov,117,1,-1,0,no
28,management,single,tertiary,no,224,yes,no,cellular,2,feb,97,3,-1,0,no
60,self-employed,single,secondary,no,27,no,no,cellular,22,aug,40,2,-1,0,no
52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,no
49,services,married,secondary,no,2201,yes,no,unknown,15,may,233,3,-1,0,no
32,technician,divorced,secondary,no,-399,yes,no,unknown,2,jun,180,1,-1,0,no
32,admin.,single,secondary,no,92,yes,no,cellular,18,may,110,1,315,2,no
49,management,divorced,tertiary,no,1904,no,yes,cellular,17,nov,131,2,-1,0,no
38,management,single,tertiary,no,16957,yes,no,telephone,29,jan,208,1,247,2,no
30,services,single,secondary,no,334,no,no,cellular,29,jan,389,2,-1,0,no
40,housemaid,married,secondary,no,4610,no,no,cellular,14,aug,154,2,-1,0,no
46,blue-collar,married,primary,no,1429,yes,no,unknown,14,may,91,1,-1,0,no
38,technician,married,secondary,no,4030,yes,no,cellular,19,nov,75,2,177,5,no
56,housemaid,married,primary,no,306,no,yes,cellular,8,jul,212,1,-1,0,no
29,technician,married,tertiary,no,43,yes,no,unknown,20,may,68,2,-1,0,no
53,entrepreneur,married,unknown,no,7,no,no,cellular,20,nov,68,1,-1,0,no
48,management,married,tertiary,no,0,no,no,cellular,28,aug,16,16,-1,0,no
35,services,single,secondary,no,414,yes,no,cellular,20,apr,11,5,319,2,no
52,unemployed,married,secondary,no,-9,no,no,unknown,9,jun,123,1,-1,0,no
53,technician,married,secondary,no,9146,no,no,cellular,13,aug,136,4,-1,0,no
43,entrepreneur,married,secondary,no,59,no,no,unknown,13,may,437,2,-1,0,no
42,blue-collar,married,secondary,no,3068,yes,yes,cellular,11,may,429,2,-1,0,no
61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,no
53,management,married,tertiary,no,37,no,no,cellular,28,aug,51,9,-1,0,no
59,admin.,married,secondary,no,2381,no,no,cellular,30,apr,173,2,-1,0,no
55,technician,single,tertiary,no,-703,yes,no,cellular,8,may,123,3,-1,0,no
47,housemaid,married,primary,no,0,no,no,cellular,10,aug,1225,2,-1,0,no
23,admin.,single,secondary,no,589,yes,no,cellular,6,may,62,1,-1,0,no
75,blue-collar,married,secondary,no,6053,no,no,cellular,11,feb,865,2,190,1,no
27,services,divorced,secondary,no,10,yes,no,cellular,22,jul,527,1,-1,0,no
37,services,married,secondary,no,658,yes,no,telephone,23,jul,175,1,-1,0,no
35,management,married,secondary,no,1160,yes,no,unknown,27,may,116,3,-1,0,no
37,blue-collar,married,primary,no,11,no,no,telephone,30,jul,109,8,-1,0,no
33,admin.,single,secondary,no,2557,yes,no,cellular,18,may,186,1,-1,0,no
61,retired,married,secondary,no,313,no,yes,unknown,3,jul,42,1,-1,0,no
46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40,2,-1,0,no
38,admin.,married,primary,no,0,yes,no,unknown,2,jun,29,32,-1,0,no
51,housemaid,married,secondary,no,260,no,no,cellular,27,aug,316,5,-1,0,no
53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,no
28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,72,1,261,1,no
56,management,married,tertiary,no,334,yes,no,unknown,15,may,127,2,-1,0,no
53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,no
40,self-employed,married,secondary,no,2,no,no,cellular,22,aug,197,5,-1,0,no
29,management,single,tertiary,no,0,no,no,unknown,16,may,16,25,-1,0,no
38,blue-collar,divorced,secondary,no,595,yes,no,cellular,7,may,245,3,-1,0,no
41,admin.,married,secondary,no,8238,yes,yes,unknown,30,may,124,4,-1,0,no
54,blue-collar,divorced,primary,no,-182,no,no,cellular,9,jul,98,1,-1,0,no
52,self-employed,single,tertiary,no,1623,yes,no,unknown,5,jun,21,17,-1,0,no
51,housemaid,divorced,tertiary,no,370,yes,no,cellular,19,aug,109,3,-1,0,no
53,admin.,married,secondary,no,225,yes,no,cellular,20,apr,304,1,340,1,no
44,management,married,secondary,no,-665,no,no,cellular,30,jul,342,3,-1,0,no
43,entrepreneur,married,tertiary,no,13342,yes,no,cellular,18,nov,465,1,-1,0,no
58,retired,single,primary,no,6570,no,no,cellular,21,jul,106,3,-1,0,no
34,management,married,secondary,no,0,no,no,cellular,2,feb,270,1,-1,0,no
36,entrepreneur,married,tertiary,no,1169,yes,no,unknown,6,may,168,2,-1,0,no
37,management,married,tertiary,no,0,yes,no,unknown,3,jun,247,13,-1,0,no
37,technician,single,tertiary,no,1661,no,no,cellular,19,aug,199,5,-1,0,no
24,services,married,tertiary,no,0,yes,no,unknown,27,may,299,1,-1,0,no
29,unemployed,married,secondary,no,596,no,no,cellular,30,jan,510,2,-1,0,no
33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,no
35,management,married,tertiary,no,2682,yes,no,cellular,9,jul,156,1,-1,0,no
50,technician,married,secondary,no,1412,no,no,cellular,6,aug,131,3,-1,0,no
38,unemployed,married,tertiary,no,1449,no,no,unknown,26,may,535,6,-1,0,no
48,technician,married,secondary,no,197,no,yes,cellular,3,feb,47,2,222,3,no
42,admin.,married,secondary,no,0,no,no,unknown,19,jun,370,1,-1,0,no
34,technician,single,secondary,no,943,no,no,cellular,29,aug,96,4,-1,0,no
45,entrepreneur,married,tertiary,no,0,yes,no,cellular,29,jul,100,3,-1,0,no
36,technician,married,tertiary,no,6,yes,no,cellular,27,jan,100,1,435,1,no
57,management,married,tertiary,no,320,no,no,cellular,7,aug,76,2,-1,0,no
57,management,married,tertiary,no,3431,yes,no,unknown,16,may,73,1,-1,0,no
39,entrepreneur,married,tertiary,no,2644,yes,no,unknown,20,may,253,1,-1,0,no
34,services,married,secondary,no,0,no,yes,unknown,2,jul,193,4,-1,0,no
35,technician,married,tertiary,no,118,no,no,cellular,6,aug,358,2,-1,0,no
28,technician,single,secondary,no,769,yes,no,cellular,15,may,153,1,371,2,no
41,entrepreneur,married,secondary,no,2105,yes,no,cellular,18,nov,134,1,-1,0,no
44,unknown,married,secondary,no,2319,no,no,cellular,4,aug,251,3,-1,0,no
60,retired,married,secondary,no,89,no,no,cellular,30,apr,156,2,-1,0,no
57,blue-collar,married,primary,no,23,yes,no,telephone,31,jul,25,8,-1,0,no
47,services,married,secondary,no,3333,yes,yes,cellular,29,jul,114,2,-1,0,no
33,technician,married,tertiary,no,16992,yes,no,unknown,29,may,58,1,-1,0,no
54,management,divorced,tertiary,no,0,no,yes,cellular,10,jul,88,1,-1,0,no
58,housemaid,married,primary,no,419,no,yes,unknown,5,jun,295,3,-1,0,no
41,technician,divorced,secondary,no,0,yes,no,cellular,17,nov,386,2,-1,0,no
62,management,married,tertiary,no,0,no,no,cellular,13,oct,78,3,-1,0,no
52,technician,married,secondary,no,118,no,no,cellular,28,aug,16,20,-1,0,no
52,entrepreneur,married,primary,no,592,no,no,cellular,21,jul,122,2,-1,0,no
56,management,married,primary,no,772,yes,no,telephone,20,nov,291,1,-1,0,no
42,technician,married,secondary,no,1048,yes,no,telephone,6,feb,23,2,-1,0,no
32,admin.,single,secondary,no,1649,no,no,cellular,27,may,204,2,-1,0,no
40,services,married,primary,no,33,no,no,unknown,26,may,70,3,-1,0,no
36,services,single,secondary,no,417,yes,no,cellular,6,feb,15,10,207,3,no
33,services,married,secondary,no,804,yes,yes,unknown,8,may,266,1,-1,0,no
34,technician,married,secondary,no,0,yes,no,cellular,29,aug,116,4,-1,0,no
25,technician,single,secondary,no,-80,yes,yes,unknown,3,jun,89,1,-1,0,no
30,student,single,secondary,no,0,yes,no,cellular,19,nov,661,1,-1,0,no
32,blue-collar,divorced,secondary,no,739,yes,no,unknown,9,may,171,1,-1,0,no
27,student,single,secondary,no,671,yes,no,unknown,7,may,332,2,-1,0,no
56,management,divorced,tertiary,no,442,no,no,unknown,28,may,77,3,-1,0,no
32,management,married,tertiary,no,3107,yes,yes,cellular,25,jul,310,1,-1,0,no
35,technician,married,secondary,no,1707,yes,no,unknown,2,jun,426,3,-1,0,no
47,technician,married,secondary,no,826,yes,no,telephone,18,nov,195,3,112,8,no
55,services,married,unknown,no,1210,yes,no,unknown,30,may,868,1,-1,0,no
52,management,divorced,tertiary,no,907,yes,no,unknown,4,jun,104,2,-1,0,no
54,management,divorced,tertiary,no,26306,yes,no,cellular,11,feb,27,1,84,3,no
39,admin.,single,unknown,no,0,yes,no,cellular,11,may,62,1,-1,0,no
35,technician,single,tertiary,no,3552,no,no,cellular,21,nov,267,1,-1,0,no
35,admin.,divorced,secondary,no,148,no,yes,cellular,8,jul,199,1,-1,0,no
52,services,married,secondary,no,431,no,no,cellular,26,aug,73,17,-1,0,no
51,blue-collar,married,primary,no,-11,no,no,telephone,16,jul,126,4,-1,0,no
46,admin.,single,secondary,no,1693,yes,no,cellular,25,jan,137,1,97,1,no
26,admin.,single,secondary,no,236,yes,yes,cellular,18,may,8,2,-1,0,no
43,blue-collar,married,primary,no,778,yes,yes,unknown,15,may,284,5,-1,0,no
36,technician,married,tertiary,no,837,no,no,cellular,28,aug,68,6,-1,0,no
42,entrepreneur,married,tertiary,no,0,no,no,cellular,9,jul,236,1,-1,0,no
27,technician,single,secondary,no,282,no,yes,cellular,9,jul,676,5,-1,0,no
33,blue-collar,married,secondary,no,0,yes,yes,cellular,28,jul,83,12,-1,0,no
34,management,married,tertiary,no,0,yes,no,unknown,8,may,214,2,-1,0,no
54,blue-collar,married,primary,no,781,yes,no,unknown,9,may,103,2,-1,0,no
57,housemaid,married,tertiary,no,3,no,no,cellular,4,aug,142,2,-1,0,no
43,management,married,tertiary,no,422,no,no,cellular,12,aug,110,1,-1,0,no
57,retired,married,secondary,no,523,no,yes,cellular,2,feb,49,6,-1,0,no
40,admin.,single,secondary,no,-1,no,no,cellular,7,jul,173,1,-1,0,no
31,technician,single,secondary,no,1970,no,no,telephone,17,apr,284,3,-1,0,no
32,technician,single,tertiary,no,1059,yes,no,cellular,17,apr,115,1,-1,0,no
36,blue-collar,married,secondary,no,63,yes,no,unknown,2,jun,56,8,-1,0,no
29,services,single,secondary,no,0,no,no,cellular,17,jul,58,1,-1,0,no
48,unemployed,married,tertiary,no,-471,yes,no,unknown,19,may,668,7,-1,0,no
50,management,married,tertiary,no,207,yes,no,cellular,4,feb,99,1,-1,0,no
47,services,divorced,secondary,no,691,no,no,cellular,6,feb,285,6,-1,0,no
41,management,single,secondary,no,764,no,no,cellular,12,jun,230,2,-1,0,no
55,blue-collar,married,secondary,no,383,no,no,unknown,5,may,287,1,-1,0,no
34,admin.,single,secondary,no,10,no,yes,cellular,18,nov,162,1,173,3,no
32,services,married,secondary,no,401,yes,no,unknown,15,may,294,2,-1,0,no
28,admin.,single,secondary,no,89,yes,yes,cellular,6,feb,172,2,-1,0,no
47,technician,divorced,tertiary,no,-1148,yes,yes,unknown,27,may,62,2,-1,0,no
27,services,single,secondary,no,0,yes,no,unknown,7,may,388,7,-1,0,no
42,blue-collar,married,primary,no,704,yes,yes,telephone,31,jul,88,10,-1,0,no
44,blue-collar,married,primary,no,-11,yes,no,unknown,9,may,13,1,-1,0,no
51,management,married,tertiary,no,-15,no,no,cellular,25,jul,212,2,-1,0,no
33,management,single,tertiary,no,99,no,no,cellular,8,jul,159,1,-1,0,no
30,blue-collar,single,primary,no,185,no,no,unknown,26,jun,11,1,-1,0,no
55,admin.,married,secondary,no,0,no,no,cellular,23,sep,180,2,238,3,no
58,blue-collar,married,primary,no,0,yes,no,cellular,31,jul,5,25,-1,0,no
46,management,single,tertiary,no,2154,yes,no,cellular,21,jul,87,4,-1,0,no
32,management,married,tertiary,no,138,no,no,cellular,20,aug,94,4,-1,0,no
29,admin.,single,secondary,no,1117,yes,no,unknown,8,may,77,2,-1,0,no
41,admin.,divorced,secondary,no,3823,no,no,cellular,26,apr,234,10,-1,0,no
55,management,divorced,tertiary,no,1598,no,no,cellular,22,aug,607,4,-1,0,no
28,blue-collar,married,secondary,no,1325,yes,no,cellular,15,may,242,1,-1,0,no
59,retired,married,secondary,no,0,no,no,cellular,18,jul,247,4,-1,0,no
34,management,single,tertiary,no,6766,no,no,cellular,28,aug,210,5,-1,0,no
