@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
51.627135,technician,married,secondary,no,312.976553,no,no,cellular,27.650185,oct,414.037493,2.984013,178.435802,1,yes
47.655702,services,single,secondary,no,385.455144,yes,no,cellular,8.556653,feb,2079.884258,3.052157,-1,0,yes
33.838975,services,single,secondary,no,448.804616,no,no,cellular,10.163823,may,1095.447976,2.959275,-1,0,yes
48,unemployed,married,tertiary,no,-471,yes,no,unknown,19,may,668,7,-1,0,no
40,technician,single,secondary,no,641,no,no,cellular,16,jul,156,6,-1,0,no
53.351994,management,married,secondary,no,1659.256886,no,no,cellular,12.472725,apr,398.079991,2.382477,339.565802,4.795088,yes
52,services,married,secondary,no,-888,no,no,cellular,16,jul,135,1,-1,0,no
49,services,married,secondary,no,730.16466,yes,no,cellular,9.157146,apr,775.915097,1.059961,-1,0,yes
28.116609,admin.,married,secondary,no,2421.576063,no,no,cellular,28.195937,oct,254.446251,1.75307,170.433728,2.284423,yes
37.969613,technician,married,secondary,no,7044.964741,no,no,cellular,13.070285,aug,472.93196,2.315496,74.330106,2.209813,yes
56.7555,admin.,married,secondary,no,4607.917651,no,no,cellular,15.308976,may,232.477453,1.18495,-1,0,yes
51.042336,management,married,secondary,no,1642.337944,no,no,cellular,4.218805,apr,284.229524,1,205.953774,3.689278,yes
38,technician,married,secondary,no,821,yes,yes,cellular,17,nov,224,2,180,1,no
31.920963,technician,married,secondary,no,156.482033,no,no,cellular,17.401975,apr,326.582808,1.951003,-1,0,yes
33,blue-collar,married,secondary,no,249,yes,no,cellular,31,jul,61,4,-1,0,no
59.265377,admin.,married,secondary,no,15.401541,yes,no,cellular,12.888029,oct,232.50218,2.445954,-1,0,yes
35,technician,married,secondary,no,2789,yes,no,cellular,4,sep,256,2,94,1,no
32.3329,blue-collar,married,secondary,no,-0.750827,no,no,cellular,14.385532,may,506.540823,1,-1,0,yes
53,technician,married,primary,no,6839,yes,no,cellular,19,nov,77,1,-1,0,no
31,blue-collar,single,tertiary,no,462,yes,yes,unknown,19,may,147,1,-1,0,no
25,unemployed,married,secondary,no,157,yes,no,cellular,28,jul,33,31,-1,0,no
48.348998,blue-collar,married,secondary,no,90.602266,no,no,cellular,19.611723,jul,1289.465231,2.257783,-1,0,yes
35,technician,married,tertiary,no,118,no,no,cellular,6,aug,358,2,-1,0,no
44.035063,blue-collar,married,secondary,no,1934.719586,no,no,cellular,11.253547,may,754.179367,2,-1,0,yes
42,management,single,tertiary,no,100,no,no,cellular,7,aug,64,2,-1,0,no
42.320367,technician,single,secondary,no,1592.415788,no,no,cellular,18.429425,may,792.725892,1,86.172169,0.860436,yes
49,blue-collar,married,primary,no,305,yes,yes,telephone,10,jul,834,10,-1,0,no
40,technician,married,secondary,no,257,yes,no,unknown,16,may,731,4,-1,0,no
26,management,single,tertiary,no,1177,no,no,cellular,19,oct,116,1,-1,0,no
48.431292,management,married,tertiary,no,613.788597,no,no,cellular,9.871625,may,309.992937,2.959458,130.381955,2.860117,yes
36.238904,management,married,tertiary,no,56.864092,no,no,cellular,14.241818,oct,269.128051,1.416233,163.835046,3.077907,yes
52.527305,management,married,secondary,no,1045.324695,no,no,unknown,23.779542,jun,1469.579823,1,-1,0,yes
55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,yes
33.887437,technician,single,secondary,no,542.961673,no,no,cellular,25.361846,may,987.161252,9.579684,-1,0,yes
50,management,married,tertiary,no,207,yes,no,cellular,4,feb,99,1,-1,0,no
37,management,married,primary,no,3953,yes,no,cellular,6,apr,610,2,138,1,no
31,technician,single,tertiary,no,969,no,no,cellular,15,jun,95,1,-1,0,no
31.487599,blue-collar,single,secondary,no,456.039985,no,no,cellular,12.580974,jul,645.184124,1,-1,0,yes
75,retired,divorced,secondary,no,1341,no,no,cellular,18,dec,415,7,-1,0,yes
58.974572,management,married,tertiary,no,9727.999718,no,no,cellular,19.975735,jun,209.475525,2,7.011465,0.002539,yes
56,management,married,tertiary,no,3172,yes,no,cellular,5,feb,139,1,-1,0,no
38,admin.,single,secondary,no,-23,no,no,cellular,20,nov,48,2,-1,0,no
50.367169,management,married,tertiary,no,1151.402232,no,no,cellular,2.68024,may,352.209279,1.873473,-1,0,yes
35,technician,married,secondary,no,94,yes,yes,unknown,14,may,208,5,-1,0,no
47,services,divorced,secondary,no,4906,yes,no,unknown,14,may,389,1,-1,0,no
36,blue-collar,married,primary,no,123,yes,no,cellular,18,may,9,1,-1,0,no
48.454462,blue-collar,married,secondary,no,37.888793,no,no,cellular,21.176404,aug,536.163316,2,-1,0,yes
33,management,single,tertiary,no,0,no,no,cellular,19,aug,53,4,-1,0,no
32,admin.,single,tertiary,no,1583,yes,no,cellular,19,nov,100,1,182,1,no
36.824832,technician,married,secondary,no,2443.985693,no,no,cellular,19.039845,feb,127.344399,2.07947,9.095983,0.333877,yes
45.146052,services,married,secondary,no,409.62976,no,no,cellular,15.041421,may,919.840166,2.792033,-1,0,yes
43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,yes
36.548185,management,married,tertiary,no,325.682019,no,no,cellular,11.060888,may,781.547416,1.983267,-1,0,yes
40,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,no
41,entrepreneur,married,secondary,no,2105,yes,no,cellular,18,nov,134,1,-1,0,no
33,unemployed,divorced,secondary,no,385,no,no,telephone,27,aug,29,28,-1,0,no
53.481327,management,married,secondary,no,-522.386002,yes,no,cellular,22.738217,jul,495.067959,1.75321,22.181921,0.775972,yes
29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,1,-1,0,yes
53.684825,admin.,married,secondary,no,2206.026729,no,no,cellular,12.140355,feb,106.85715,1,98.713356,1.46089,yes
31.281217,management,single,tertiary,no,5093.546058,no,no,cellular,24.792075,oct,195.400038,3.770772,13.694492,0.246592,yes
27,technician,single,secondary,no,769,yes,no,unknown,9,may,317,2,-1,0,no
63.221724,retired,married,secondary,no,609.334033,yes,no,cellular,10.156494,may,349.530445,3,66.60674,0.11374,yes
38.083087,admin.,married,secondary,no,14.665338,no,no,cellular,3.158815,may,413.556824,6.462693,-1,0,yes
56,management,married,tertiary,no,15520,no,no,cellular,18,nov,420,1,-1,0,no
48.309769,management,divorced,tertiary,no,1381.47593,no,no,cellular,10.955778,aug,706.444505,1.303359,-1,0,yes
53,technician,married,tertiary,no,6072,no,yes,unknown,16,jun,226,4,-1,0,no
37.226022,technician,married,secondary,no,4517.246651,yes,no,cellular,15.80309,may,833.630995,2.119193,27.95033,0.88166,yes
38,admin.,married,tertiary,no,605,no,no,cellular,18,nov,147,2,-1,0,no
36,management,divorced,tertiary,no,3611,yes,no,unknown,4,jun,347,3,-1,0,no
57,blue-collar,married,primary,no,282,no,yes,cellular,7,jul,261,12,-1,0,no
29,management,single,secondary,no,584,yes,no,unknown,16,jun,541,19,-1,0,no
29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,no
35,management,married,tertiary,no,365,no,no,cellular,21,nov,168,2,-1,0,no
32.67926,technician,married,secondary,no,4617.116822,yes,no,cellular,13.367981,may,853.586897,2.115712,6.544987,0.847326,yes
51,management,married,tertiary,no,1612,no,no,cellular,16,mar,384,1,182,5,no
32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,no
48.299611,management,married,secondary,no,1816.211293,no,no,cellular,19.662962,oct,240.655388,1.515867,0.191832,0.361995,yes
34,student,married,unknown,no,1387,no,no,cellular,30,apr,121,1,-1,0,no
40,management,single,tertiary,no,36,yes,no,unknown,27,may,240,3,-1,0,no
38,unemployed,single,tertiary,no,0,no,no,cellular,6,feb,39,2,-1,0,no
33.501972,management,single,secondary,no,196.119851,no,no,cellular,12.433512,mar,355.557139,3.354593,-1,0,yes
47,technician,married,secondary,no,-75,yes,no,cellular,4,feb,57,1,247,1,no
43.573831,technician,married,secondary,no,7030.97314,no,no,cellular,23.467508,aug,484.392891,1.320784,32.520676,2.508507,yes
31.774653,management,married,tertiary,no,88.064451,yes,no,cellular,6.072173,may,433.997487,2.088577,425.778057,2.597583,yes
47.74937,blue-collar,married,secondary,no,38.33328,no,no,cellular,21.13647,aug,536.167347,2,-1,0,yes
32,blue-collar,married,primary,no,642,no,yes,cellular,8,jul,524,1,-1,0,no
31,blue-collar,married,secondary,no,1664,yes,no,cellular,20,apr,158,1,182,1,no
35,management,married,tertiary,yes,32,yes,no,cellular,21,nov,180,1,-1,0,no
52,self-employed,single,tertiary,no,1623,yes,no,unknown,5,jun,21,17,-1,0,no
24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,-1,0,yes
37,management,married,tertiary,no,489,yes,no,cellular,7,aug,205,5,-1,0,no
34.21004,management,married,tertiary,no,907.098281,no,no,cellular,17.878215,oct,267.706107,2.31602,175.763975,2.907394,yes
45.044925,management,married,secondary,no,639.885642,no,no,cellular,10.617496,oct,317.266494,1.021134,682.784135,3.062028,yes
30,management,single,tertiary,no,7845,yes,no,unknown,3,jun,59,1,-1,0,no
41,management,divorced,tertiary,no,369,yes,no,telephone,22,aug,9,3,-1,0,no
35.432556,technician,married,secondary,no,2452.401883,no,no,cellular,13.738811,feb,93.471462,3.76893,-1,0,yes
50.086477,management,married,primary,no,3393.156638,no,no,cellular,21.65193,nov,131.840977,2.374707,-1,0,yes
57,management,married,primary,no,-226,yes,no,unknown,4,jun,272,1,-1,0,no
30.258189,blue-collar,divorced,secondary,no,-23.375856,no,no,cellular,20.573461,jul,617.471172,1.764749,-1,0,yes
51.759431,technician,married,secondary,no,7053.831911,no,no,cellular,17.811719,aug,521.512713,2.148882,150.571905,2.91098,yes
41,blue-collar,divorced,primary,no,664,no,yes,cellular,15,jul,955,5,-1,0,yes
60.399066,retired,married,secondary,no,8357.988585,no,no,cellular,10.515292,jun,274.236813,1.049864,243.693707,0.58464,yes
52,retired,divorced,primary,no,353,no,no,cellular,31,jul,395,4,-1,0,no
24.64038,blue-collar,married,secondary,no,56.564695,no,no,cellular,4.117527,may,477.63034,6.702894,-1,0,yes
39.878073,technician,single,secondary,no,1609.19323,no,no,cellular,18.921202,may,795.874633,1,104.262638,0.980522,yes
35.620286,admin.,married,secondary,no,61.509232,yes,no,cellular,24.320238,oct,252.248088,1.579739,337.173719,2.016839,yes
40,management,married,tertiary,no,51,no,no,cellular,19,aug,164,2,-1,0,no
52,services,divorced,secondary,no,238,yes,no,cellular,6,may,101,1,362,5,no
34.020622,retired,married,tertiary,no,707.461901,no,no,cellular,14.537109,apr,373.959744,1.033701,-1,0,yes
65.245367,retired,married,secondary,no,3824.169296,no,no,cellular,12.084675,apr,239.089056,1.351468,127.667384,1.8483,yes
30,technician,single,tertiary,no,799,yes,yes,unknown,6,jun,91,18,-1,0,no
46.229236,management,divorced,tertiary,no,1261.442335,no,no,cellular,12.577665,may,720.06207,3.427141,-1,0,yes
40,technician,married,secondary,no,697,no,no,cellular,24,jun,220,2,219,2,no
41,retired,single,primary,no,0,no,no,cellular,8,may,239,1,368,2,no
59.40046,management,married,tertiary,no,9740.754342,no,no,cellular,17.655171,jun,183.135872,1.997476,18.817661,0.056099,yes
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,yes
37,management,divorced,tertiary,no,896,no,yes,cellular,14,aug,343,2,-1,0,no
29,technician,single,tertiary,no,0,yes,no,unknown,7,may,104,2,-1,0,no
29,technician,single,tertiary,no,828,yes,no,cellular,16,apr,215,3,321,3,no
30,admin.,married,secondary,no,2678,yes,no,cellular,18,may,23,5,-1,0,no
48,services,single,unknown,no,5095,yes,no,unknown,16,jun,71,1,-1,0,no
27.38852,blue-collar,married,secondary,no,81.461745,no,no,cellular,4.92672,may,483.398627,8.396328,-1,0,yes
46.66782,technician,single,secondary,no,17.851751,no,no,cellular,17.240852,may,996.130644,1.101933,-1,0,yes
35.605821,management,married,secondary,no,2504.535523,no,no,cellular,7.951054,nov,381.041546,2,72.017665,5.629991,yes
36,blue-collar,single,secondary,no,35,yes,no,unknown,3,jun,435,3,-1,0,no
58,management,single,tertiary,no,2,yes,no,telephone,11,may,168,3,-1,0,no
48,blue-collar,married,primary,no,574,no,no,cellular,5,aug,348,1,-1,0,no
33,blue-collar,single,secondary,no,3975,yes,yes,cellular,17,apr,515,1,150,1,no
45.230077,management,married,tertiary,no,1203.373616,no,no,cellular,5.825344,may,371.049124,1.911619,-1,0,yes
35.749185,technician,single,secondary,no,939.232448,no,no,cellular,22.289563,may,729.235261,1,-1,0,yes
52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189,2,111,4,no
34,entrepreneur,married,secondary,no,-139,yes,yes,unknown,27,may,492,2,-1,0,no
30,services,single,primary,no,79,yes,no,cellular,15,may,317,1,-1,0,no
68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,yes
39.593081,technician,married,secondary,no,837.102715,no,no,cellular,7.296269,feb,675.26294,1.846749,232.458565,3.573346,yes
35.64608,management,married,tertiary,no,281.944586,no,no,cellular,26.322157,may,746.223859,1.612045,13.096107,0.207602,yes
35,technician,married,secondary,no,327,yes,no,cellular,13,apr,537,3,-1,0,no
41.022562,management,married,tertiary,no,2246.093901,yes,no,cellular,17,may,655.664145,3,-1,0,yes
49,management,married,primary,no,3432.403364,no,no,cellular,11.560318,nov,268.110574,1.131473,-1,0,yes
31,blue-collar,married,secondary,no,1495,yes,yes,unknown,23,may,159,3,-1,0,no
53.680558,technician,married,secondary,no,7019.739722,no,no,cellular,23.633866,feb,481.739006,1.898877,13.192159,2.434071,yes
41,admin.,married,secondary,no,920,yes,yes,unknown,27,may,239,1,-1,0,no
39.057616,admin.,married,secondary,no,3585.880989,no,no,cellular,24.809703,nov,277.453535,1.458773,156.981607,0.886981,yes
37,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,-1,0,no
59,retired,married,tertiary,no,9676,no,no,telephone,27,mar,234,2,-1,0,yes
36.469089,management,married,secondary,no,398.817164,no,no,cellular,13.359691,aug,214.52439,1.021429,91.920729,2.370111,yes
55,management,married,tertiary,no,540,no,no,cellular,19,nov,124,2,-1,0,no
56.472541,management,married,secondary,no,2916.446738,no,no,cellular,6,feb,280.413063,1.014071,-1,0,yes
59,technician,divorced,secondary,no,879,yes,no,unknown,26,may,228,1,-1,0,no
38.747554,management,married,tertiary,no,324.055776,no,no,cellular,16.982502,may,738.629261,1.831882,-0.602618,0.666381,yes
70.112578,retired,married,secondary,no,3797.527948,no,no,cellular,16.091017,apr,214.558985,1.000037,142.988909,1.013283,yes
45.380071,management,married,tertiary,no,5831.677422,no,no,cellular,16.826961,feb,1029.762835,3.82184,-1,0,yes
27,admin.,single,secondary,no,619,yes,no,cellular,20,apr,16,5,322,4,no
27,student,single,secondary,no,268,yes,no,cellular,13,may,528,1,358,2,no
42,entrepreneur,married,tertiary,no,0,no,no,cellular,9,jul,236,1,-1,0,no
41.176409,management,married,secondary,no,999.020821,yes,no,cellular,11.335954,may,798.125556,2.171681,279.604414,3.792693,yes
70.020631,retired,married,secondary,no,8480.114009,no,no,cellular,9.410237,jun,590.69728,1.107429,5.303774,6.898237,yes
39.935846,management,married,secondary,no,-456.781428,yes,no,cellular,23.713412,may,800.486287,2,32.236638,3.06652,yes
51,services,divorced,secondary,no,518,yes,no,telephone,17,nov,76,1,-1,0,no
36.524549,services,married,secondary,no,246.158677,yes,no,cellular,18.37093,may,1004.637239,5.295383,-1,0,yes
41.803021,admin.,married,secondary,no,2451.079528,no,no,cellular,3.968008,nov,395.814324,1.367685,120.666067,5.587383,yes
25,technician,single,tertiary,no,468,yes,no,unknown,15,may,147,1,-1,0,no
49.000558,management,married,secondary,no,-644.489704,yes,no,cellular,30,may,986.445985,2,-1,0,yes
54,blue-collar,married,secondary,no,1291,yes,no,unknown,5,may,266,1,-1,0,no
54,blue-collar,divorced,primary,no,-182,no,no,cellular,9,jul,98,1,-1,0,no
47.331415,admin.,married,secondary,no,69.944161,no,no,cellular,15.380049,oct,229.48626,2.487515,-1,0,yes
34.357941,technician,married,secondary,no,2439.038575,no,no,cellular,13.922017,feb,128.235173,1.127412,15.719869,0.279076,yes
52.631385,management,married,primary,no,3374.489978,no,no,cellular,15.168054,nov,409.64553,1.154647,77.992124,2.57725,yes
48,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,-1,0,no
45.82069,management,divorced,tertiary,no,1311.083196,no,no,cellular,13.301867,aug,717.559022,2.799426,-1,0,yes
41.64476,technician,single,secondary,no,1032.125241,no,no,cellular,6.38574,may,696.663729,1,-1,0,yes
43,management,single,secondary,yes,-1164,yes,yes,cellular,18,jul,76,4,-1,0,no
32,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,80,2,-1,0,no
45,entrepreneur,married,tertiary,no,0,yes,no,cellular,29,jul,100,3,-1,0,no
57,management,married,tertiary,no,1602,no,no,cellular,29,jul,339,3,-1,0,no
36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,yes
33.979257,management,married,tertiary,no,277.745743,no,no,cellular,30,may,741.101033,1.684562,36.533255,0.727123,yes
57,housemaid,married,primary,no,0,no,no,unknown,9,jun,257,2,-1,0,no
37,management,single,tertiary,no,509,yes,no,cellular,6,may,133,1,-1,0,no
56,technician,married,secondary,no,150,yes,yes,cellular,11,may,102,6,349,1,no
41.782446,management,divorced,secondary,no,0.282259,no,no,cellular,18.985889,apr,97.724432,1.879498,-1,0,yes
60,retired,divorced,tertiary,no,2131,no,no,cellular,10,jul,421,6,-1,0,no
51,retired,married,secondary,no,35,no,yes,cellular,8,jul,123,4,-1,0,no
57,self-employed,married,secondary,no,11494,no,no,cellular,19,nov,198,1,-1,0,no
32,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712,2,-1,0,no
50.290003,technician,married,secondary,no,202.491195,no,no,cellular,14.736952,apr,223.361546,1.929754,46.9688,0.350446,yes
45,unknown,married,primary,no,44,no,no,unknown,11,jun,81,1,-1,0,no
44.406626,management,married,secondary,no,594.504914,yes,no,cellular,10.554205,may,352.57633,2,373.86669,1.27257,yes
50.08066,admin.,divorced,secondary,no,15.096708,no,no,cellular,14.011583,oct,257.552714,2.398346,17.043918,0.024999,yes
59.274823,housemaid,married,primary,no,916.534159,no,no,cellular,10.680445,oct,361.647725,1.930957,-1,0,yes
23,services,single,secondary,no,500,yes,no,unknown,4,jun,111,3,-1,0,no
53.220004,management,married,tertiary,no,2312.039915,yes,no,cellular,27.171532,may,882.534124,3.717572,49.807457,0.578511,yes
35,management,single,tertiary,no,2975,no,no,cellular,8,aug,249,2,-1,0,no
31,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,yes
37.73956,management,married,secondary,no,8.318131,no,no,cellular,21.296492,apr,78.569316,2.045074,-1,0,yes
27,technician,married,secondary,no,7,yes,no,unknown,15,may,98,2,-1,0,no
34.199001,management,married,secondary,no,1463.396851,no,no,cellular,22.025679,apr,306.592263,1.771958,102.576348,1.733054,yes
35.656377,blue-collar,married,secondary,no,662.012687,no,no,cellular,17.370618,jul,967.200761,2.464805,-1,0,yes
37,technician,single,secondary,no,-242,yes,no,cellular,13,aug,1149,6,-1,0,yes
55.987836,management,married,secondary,no,2647.732843,no,no,cellular,4.207456,feb,326.638063,1.717661,43.642923,1.338226,yes
21.159022,services,single,secondary,no,92.657248,no,no,cellular,14.717424,apr,107.300655,2.066746,-0.800632,1.316116,yes
50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,1,-1,0,yes
32.136525,technician,single,secondary,no,8.02675,no,no,cellular,20.461184,may,1011.576001,4.657373,-1,0,yes
28,unemployed,single,secondary,no,16,no,no,cellular,12,aug,119,4,-1,0,no
48,services,married,secondary,no,1355,no,no,cellular,4,jul,134,2,-1,0,no
36,blue-collar,married,secondary,no,688,yes,no,unknown,6,may,174,2,-1,0,no
41,management,divorced,tertiary,no,3355,no,no,cellular,14,oct,181,2,500,1,no
32,blue-collar,married,secondary,no,2366,yes,no,unknown,20,may,127,2,-1,0,no
45,technician,single,tertiary,no,2087,no,no,cellular,29,aug,29,14,-1,0,no
48.886753,blue-collar,married,secondary,no,4216.905906,no,no,cellular,16.356973,oct,431.374742,1,78.715901,4.75649,yes
57,technician,married,tertiary,no,27069,no,yes,unknown,20,jun,174,3,-1,0,no
25,technician,married,tertiary,no,914,yes,no,cellular,12,may,185,2,-1,0,no
58.257343,technician,single,secondary,no,40.305653,no,no,cellular,9.371565,may,1003.722439,1.583961,-1,0,yes
48.651812,blue-collar,married,secondary,no,4110.511751,no,no,cellular,8.168569,oct,447.723152,1.892026,30.463348,0.037812,yes
70,retired,married,secondary,no,2815,no,no,cellular,26,apr,125,2,182,1,no
35.968305,admin.,married,secondary,no,76.703496,yes,no,cellular,23.760918,oct,251.273424,1.755513,336.784349,2.000779,yes
62,management,married,tertiary,no,1859,no,no,telephone,6,aug,245,3,-1,0,yes
48.153141,management,married,secondary,no,4104.344868,no,no,cellular,6.50075,aug,476.308037,2,-1,0,yes
37.756758,services,married,secondary,no,278.891579,yes,no,cellular,9.955592,feb,1908.879476,3.814211,-1,0,yes
32.683986,management,married,secondary,no,819.654121,yes,no,cellular,10.619707,may,867.48313,2.225676,297.65773,4.089371,yes
28.294124,management,married,secondary,no,808.820144,yes,no,cellular,11.673062,may,563.780833,1.000968,-1,0,yes
41,management,married,tertiary,no,72,yes,no,unknown,7,may,764,3,-1,0,no
41,admin.,single,secondary,no,400,yes,no,unknown,4,jun,99,6,-1,0,no
54,management,married,primary,no,1691,yes,no,cellular,20,nov,186,1,-1,0,no
